lval,op,rval,Estimate,Std. Err,z-value,p-value
panasneg,~,binge,0.16739995906619148,0.06466783261395966,2.5886124878022696,0.009636346781642935
panasneg,~,pomsah,0.5753928455005013,0.06466783261395967,8.89766708166117,0.0
panasneg,~~,panasneg,0.6291734127657063,0.07240972304285061,8.689073598371383,0.0
