lval,op,rval,Estimate,Std. Err,z-value,p-value
panasneg,~,panaspos,-0.31511106014594986,0.07723879035809093,-4.079699574280833,4.5093941066554066e-05
panaspos,~,panasneg_lag,-0.23923923280890208,0.0790108495381161,-3.0279288756471514,0.002462360340623748
binge,~,panasneg,0.20216737105090726,0.07969070820190566,2.536900168287573,0.0111838841889762
pomsah,~,panasneg,0.619509622954004,0.0626905891822246,9.882019470950814,0.0
pomsah,~,binge_lag,-0.2542034248750468,0.06269123747458658,-4.054847776358531,5.01669614727529e-05
panaspos,~~,panaspos,0.9426498660549582,0.1084868087915176,8.689073598411285,0.0
panasneg,~~,panasneg,0.9007370936278145,0.10366319072083849,8.68907359840756,0.0
binge,~~,binge,0.9589617882466744,0.11036410008233463,8.689073598412651,0.0
pomsah,~~,pomsah,0.5933183203489445,0.06828326560059952,8.689073598364137,0.0
