lval,op,rval,Estimate,Std. Err,z-value,p-value
panasneg,~,pomsah,0.39194376881352694,0.07182052759598544,5.457266632917052,4.835200084762903e-08
panasneg,~,panasneg_lag,0.324082392095435,0.07182707974748251,4.511980623885546,6.422505652414756e-06
pomsah,~,pomsah_lag,0.5036515902038181,0.07408845781280138,6.797976433381727,1.0609957357132771e-11
panaspos,~,panasneg,-0.30796464426808995,0.08244307596227525,-3.7354822181219265,0.00018735581900086729
panasneg,~~,panasneg,0.655525447736994,0.07949413709705692,8.246211251131587,2.220446049250313e-16
pomsah,~~,pomsah,0.746517543026778,0.09052854944929359,8.246211251144231,2.220446049250313e-16
panaspos,~~,panaspos,0.9052739280890216,0.10978058898908363,8.246211251160203,2.220446049250313e-16
